# m n gcd s d s%2 s%3 s%4 s%6 s%12 s%24 m*n m^2+n^2 m^2-n^2 sp m%2 n%2 m%3 n%3 m%4 n%4 om_m om_n big_m big_n tag
2 1 1 3 1 1 0 3 3 3 3 2 5 3 1 0 1 2 1 2 1 1 0 1 0 R0
3 2 1 5 1 1 2 1 5 5 5 6 13 5 1 1 0 0 2 3 2 1 1 1 1 R0
4 1 1 5 3 1 2 1 5 5 5 4 17 15 1 0 1 1 1 0 1 1 0 2 0 R0
5 4 1 9 1 1 0 1 3 9 9 20 41 9 0 1 0 2 1 1 0 1 1 1 2 R0
6 1 1 7 5 1 1 3 1 7 7 6 37 35 1 0 1 0 1 2 1 2 0 2 0 R0
7 2 1 9 5 1 0 1 3 9 9 14 53 45 0 1 0 1 2 3 2 1 1 1 1 R0
7 4 1 11 3 1 2 3 5 11 11 28 65 33 1 1 0 1 1 3 0 1 1 1 2 R0
8 1 1 9 7 1 0 1 3 9 9 8 65 63 0 0 1 2 1 0 1 1 0 3 0 R0
8 7 1 15 1 1 0 3 3 3 15 56 113 15 0 0 1 2 1 0 3 1 1 3 1 R0
9 2 1 11 7 1 2 3 5 11 11 18 85 77 1 1 0 0 2 1 2 1 1 2 1 R0
9 4 1 13 5 1 1 1 1 1 13 36 97 65 1 1 0 0 1 1 0 1 1 2 2 R0
10 7 1 17 3 1 2 1 5 5 17 70 149 51 1 0 1 1 1 2 3 2 1 2 1 R0
10 9 1 19 1 1 1 3 1 7 19 90 181 19 1 0 1 1 0 2 1 2 1 2 2 R0
11 4 1 15 7 1 0 3 3 3 15 44 137 105 0 1 0 2 1 3 0 1 1 1 2 R0
11 10 1 21 1 1 0 1 3 9 21 110 221 21 0 1 0 2 1 3 2 1 2 1 2 R0
12 1 1 13 11 1 1 1 1 1 13 12 145 143 1 0 1 0 1 0 1 2 0 3 0 R0
12 5 1 17 7 1 2 1 5 5 17 60 169 119 1 0 1 0 2 0 1 2 1 3 1 R0
13 6 1 19 7 1 1 3 1 7 19 78 205 133 1 1 0 1 0 1 2 1 2 1 2 R0
14 9 1 23 5 1 2 3 5 11 23 126 277 115 1 0 1 2 0 2 1 2 1 2 2 R0
14 11 1 25 3 1 1 1 1 1 1 154 317 75 0 0 1 2 2 2 3 2 1 2 1 R0
15 2 1 17 13 1 2 1 5 5 17 30 229 221 1 1 0 0 2 3 2 2 1 2 1 R0
16 1 1 17 15 1 2 1 5 5 17 16 257 255 1 0 1 1 1 0 1 1 0 4 0 R0
16 7 1 23 9 1 2 3 5 11 23 112 305 207 1 0 1 1 1 0 3 1 1 4 1 R0
16 9 1 25 7 1 1 1 1 1 1 144 337 175 0 0 1 1 0 0 1 1 1 4 2 R0
17 2 1 19 15 1 1 3 1 7 19 34 293 285 1 1 0 2 2 1 2 1 1 1 1 R0
17 4 1 21 13 1 0 1 3 9 21 68 305 273 0 1 0 2 1 1 0 1 1 1 2 R0
17 6 1 23 11 1 2 3 5 11 23 102 325 253 1 1 0 2 0 1 2 1 2 1 2 R0
17 12 1 29 5 1 2 1 5 5 5 204 433 145 1 1 0 2 0 1 0 1 2 1 3 R0
17 14 1 31 3 1 1 3 1 7 7 238 485 93 1 1 0 2 2 1 2 1 2 1 2 R0
18 5 1 23 13 1 2 3 5 11 23 90 349 299 1 0 1 0 2 2 1 2 1 3 1 R0
18 11 1 29 7 1 2 1 5 5 5 198 445 203 1 0 1 0 2 2 3 2 1 3 1 R0
18 17 1 35 1 1 2 3 5 11 11 306 613 35 0 0 1 0 2 2 1 2 1 3 1 R0
19 6 1 25 13 1 1 1 1 1 1 114 397 325 0 1 0 1 0 3 2 1 2 1 2 R0
19 8 1 27 11 1 0 3 3 3 3 152 425 297 0 1 0 1 2 3 0 1 1 1 3 R0
19 14 1 33 5 1 0 1 3 9 9 266 557 165 0 1 0 1 2 3 2 1 2 1 2 R0
19 18 1 37 1 1 1 1 1 1 13 342 685 37 1 1 0 1 0 3 2 1 2 1 3 R0
20 1 1 21 19 1 0 1 3 9 21 20 401 399 0 0 1 2 1 0 1 2 0 3 0 R0
20 9 1 29 11 1 2 1 5 5 5 180 481 319 1 0 1 2 0 0 1 2 1 3 2 R0
20 11 1 31 9 1 1 3 1 7 7 220 521 279 1 0 1 2 2 0 3 2 1 3 1 R0
20 13 1 33 7 1 0 1 3 9 9 260 569 231 0 0 1 2 1 0 1 2 1 3 1 R0
20 17 1 37 3 1 1 1 1 1 13 340 689 111 1 0 1 2 2 0 1 2 1 3 1 R0
21 4 1 25 17 1 1 1 1 1 1 84 457 425 0 1 0 0 1 1 0 2 1 2 2 R0
21 20 1 41 1 1 2 1 5 5 17 420 841 41 1 1 0 0 2 1 0 2 2 2 3 R0
22 5 1 27 17 1 0 3 3 3 3 110 509 459 0 0 1 1 2 2 1 2 1 2 1 R0
22 7 1 29 15 1 2 1 5 5 5 154 533 435 1 0 1 1 1 2 3 2 1 2 1 R0
22 9 1 31 13 1 1 3 1 7 7 198 565 403 1 0 1 1 0 2 1 2 1 2 2 R0
22 19 1 41 3 1 2 1 5 5 17 418 845 123 1 0 1 1 1 2 3 2 1 2 1 R0
23 6 1 29 17 1 2 1 5 5 5 138 565 493 1 1 0 2 0 3 2 1 2 1 2 R0
23 8 1 31 15 1 1 3 1 7 7 184 593 465 1 1 0 2 2 3 0 1 1 1 3 R0
23 10 1 33 13 1 0 1 3 9 9 230 629 429 0 1 0 2 1 3 2 1 2 1 2 R0
23 12 1 35 11 1 2 3 5 11 11 276 673 385 0 1 0 2 0 3 0 1 2 1 3 R0
23 20 1 43 3 1 1 3 1 7 19 460 929 129 1 1 0 2 2 3 0 1 2 1 3 R0
24 11 1 35 13 1 2 3 5 11 11 264 697 455 0 0 1 0 2 0 3 2 1 4 1 R0
24 19 1 43 5 1 1 3 1 7 19 456 937 215 1 0 1 0 1 0 3 2 1 4 1 R0
25 6 1 31 19 1 1 3 1 7 7 150 661 589 1 1 0 1 0 1 2 1 2 2 2 R0
25 8 1 33 17 1 0 1 3 9 9 200 689 561 0 1 0 1 2 1 0 1 1 2 3 R0
25 18 1 43 7 1 1 3 1 7 19 450 949 301 1 1 0 1 0 1 2 1 2 2 3 R0
25 22 1 47 3 1 2 3 5 11 23 550 1109 141 1 1 0 1 1 1 2 1 2 2 2 R0
25 24 1 49 1 1 1 1 1 1 1 600 1201 49 0 1 0 1 0 1 0 1 2 2 4 R0
26 3 1 29 23 1 2 1 5 5 5 78 685 667 1 0 1 2 0 2 3 2 1 2 1 R0
26 7 1 33 19 1 0 1 3 9 9 182 725 627 0 0 1 2 1 2 3 2 1 2 1 R0
26 9 1 35 17 1 2 3 5 11 11 234 757 595 0 0 1 2 0 2 1 2 1 2 2 R0
26 15 1 41 11 1 2 1 5 5 17 390 901 451 1 0 1 2 0 2 3 2 2 2 2 R0
26 17 1 43 9 1 1 3 1 7 19 442 965 387 1 0 1 2 2 2 1 2 1 2 1 R0
27 8 1 35 19 1 2 3 5 11 11 216 793 665 0 1 0 0 2 3 0 1 1 3 3 R0
27 10 1 37 17 1 1 1 1 1 13 270 829 629 1 1 0 0 1 3 2 1 2 3 2 R0
27 14 1 41 13 1 2 1 5 5 17 378 925 533 1 1 0 0 2 3 2 1 2 3 2 R0
27 16 1 43 11 1 1 3 1 7 19 432 985 473 1 1 0 0 1 3 0 1 1 3 4 R0
28 15 1 43 13 1 1 3 1 7 19 420 1009 559 1 0 1 1 0 0 3 2 2 3 2 R0
28 23 1 51 5 1 0 3 3 3 3 644 1313 255 0 0 1 1 2 0 3 2 1 3 1 R0
28 25 1 53 3 1 2 1 5 5 5 700 1409 159 1 0 1 1 1 0 1 2 1 3 2 R0
29 12 1 41 17 1 2 1 5 5 17 348 985 697 1 1 0 2 0 1 0 1 2 1 3 R0
29 16 1 45 13 1 0 1 3 9 21 464 1097 585 0 1 0 2 1 1 0 1 1 1 4 R0
30 1 1 31 29 1 1 3 1 7 7 30 901 899 1 0 1 0 1 2 1 3 0 3 0 R0
30 13 1 43 17 1 1 3 1 7 19 390 1069 731 1 0 1 0 1 2 1 3 1 3 1 R0
30 19 1 49 11 1 1 1 1 1 1 570 1261 539 0 0 1 0 1 2 3 3 1 3 1 R0
30 23 1 53 7 1 2 1 5 5 5 690 1429 371 1 0 1 0 2 2 3 3 1 3 1 R0
31 2 1 33 29 1 0 1 3 9 9 62 965 957 0 1 0 1 2 3 2 1 1 1 1 R0
31 6 1 37 25 1 1 1 1 1 13 186 997 925 1 1 0 1 0 3 2 1 2 1 2 R0
31 14 1 45 17 1 0 1 3 9 21 434 1157 765 0 1 0 1 2 3 2 1 2 1 2 R0
31 16 1 47 15 1 2 3 5 11 23 496 1217 705 1 1 0 1 1 3 0 1 1 1 4 R0
31 18 1 49 13 1 1 1 1 1 1 558 1285 637 0 1 0 1 0 3 2 1 2 1 3 R0
31 24 1 55 7 1 1 3 1 7 7 744 1537 385 0 1 0 1 0 3 0 1 2 1 4 R0
32 1 1 33 31 1 0 1 3 9 9 32 1025 1023 0 0 1 2 1 0 1 1 0 5 0 R0
32 5 1 37 27 1 1 1 1 1 13 160 1049 999 1 0 1 2 2 0 1 1 1 5 1 R0
32 11 1 43 21 1 1 3 1 7 19 352 1145 903 1 0 1 2 2 0 3 1 1 5 1 R0
32 19 1 51 13 1 0 3 3 3 3 608 1385 663 0 0 1 2 1 0 3 1 1 5 1 R0
32 23 1 55 9 1 1 3 1 7 7 736 1553 495 0 0 1 2 2 0 3 1 1 5 1 R0
33 2 1 35 31 1 2 3 5 11 11 66 1093 1085 0 1 0 0 2 1 2 2 1 2 1 R0
33 14 1 47 19 1 2 3 5 11 23 462 1285 893 1 1 0 0 2 1 2 2 2 2 2 R0
34 1 1 35 33 1 2 3 5 11 11 34 1157 1155 0 0 1 1 1 2 1 2 0 2 0 R0
34 9 1 43 25 1 1 3 1 7 19 306 1237 1075 1 0 1 1 0 2 1 2 1 2 2 R0
34 13 1 47 21 1 2 3 5 11 23 442 1325 987 1 0 1 1 1 2 1 2 1 2 1 R0
34 19 1 53 15 1 2 1 5 5 5 646 1517 795 1 0 1 1 1 2 3 2 1 2 1 R0
35 6 1 41 29 1 2 1 5 5 17 210 1261 1189 1 1 0 2 0 3 2 2 2 2 2 R0
35 12 1 47 23 1 2 3 5 11 23 420 1369 1081 1 1 0 2 0 3 0 2 2 2 3 R0
35 16 1 51 19 1 0 3 3 3 3 560 1481 969 0 1 0 2 1 3 0 2 1 2 4 R0
35 34 1 69 1 1 0 1 3 9 21 1190 2381 69 0 1 0 2 1 3 2 2 2 2 2 R0
36 1 1 37 35 1 1 1 1 1 13 36 1297 1295 1 0 1 0 1 0 1 2 0 4 0 R0
36 13 1 49 23 1 1 1 1 1 1 468 1465 1127 0 0 1 0 1 0 1 2 1 4 1 R0
36 19 1 55 17 1 1 3 1 7 7 684 1657 935 0 0 1 0 1 0 3 2 1 4 1 R0
36 23 1 59 13 1 2 3 5 11 11 828 1825 767 1 0 1 0 2 0 3 2 1 4 1 R0
36 35 1 71 1 1 2 3 5 11 23 1260 2521 71 1 0 1 0 2 0 3 2 2 4 2 R0
37 6 1 43 31 1 1 3 1 7 19 222 1405 1333 1 1 0 1 0 1 2 1 2 1 2 R0
37 8 1 45 29 1 0 1 3 9 21 296 1433 1305 0 1 0 1 2 1 0 1 1 1 3 R0
37 10 1 47 27 1 2 3 5 11 23 370 1469 1269 1 1 0 1 1 1 2 1 2 1 2 R0
37 12 1 49 25 1 1 1 1 1 1 444 1513 1225 0 1 0 1 0 1 0 1 2 1 3 R0
37 20 1 57 17 1 0 1 3 9 9 740 1769 969 0 1 0 1 2 1 0 1 2 1 3 R0
37 22 1 59 15 1 2 3 5 11 11 814 1853 885 1 1 0 1 1 1 2 1 2 1 2 R0
37 30 1 67 7 1 1 3 1 7 19 1110 2269 469 1 1 0 1 0 1 2 1 3 1 3 R0
37 32 1 69 5 1 0 1 3 9 21 1184 2393 345 0 1 0 1 2 1 0 1 1 1 5 R0
37 36 1 73 1 1 1 1 1 1 1 1332 2665 73 1 1 0 1 0 1 0 1 2 1 4 R0
38 11 1 49 27 1 1 1 1 1 1 418 1565 1323 0 0 1 2 2 2 3 2 1 2 1 R0
38 13 1 51 25 1 0 3 3 3 3 494 1613 1275 0 0 1 2 1 2 1 2 1 2 1 R0
38 21 1 59 17 1 2 3 5 11 11 798 1885 1003 1 0 1 2 0 2 1 2 2 2 2 R0
38 31 1 69 7 1 0 1 3 9 21 1178 2405 483 0 0 1 2 1 2 3 2 1 2 1 R0
38 33 1 71 5 1 2 3 5 11 23 1254 2533 355 1 0 1 2 0 2 1 2 2 2 2 R0
38 37 1 75 1 1 0 3 3 3 3 1406 2813 75 0 0 1 2 1 2 1 2 1 2 1 R0
39 2 1 41 37 1 2 1 5 5 17 78 1525 1517 1 1 0 0 2 3 2 2 1 2 1 R0
39 4 1 43 35 1 1 3 1 7 19 156 1537 1505 1 1 0 0 1 3 0 2 1 2 2 R0
39 8 1 47 31 1 2 3 5 11 23 312 1585 1457 1 1 0 0 2 3 0 2 1 2 3 R0
39 14 1 53 25 1 2 1 5 5 5 546 1717 1325 1 1 0 0 2 3 2 2 2 2 2 R0
39 16 1 55 23 1 1 3 1 7 7 624 1777 1265 0 1 0 0 1 3 0 2 1 2 4 R0
39 22 1 61 17 1 1 1 1 1 13 858 2005 1037 1 1 0 0 1 3 2 2 2 2 2 R0
39 32 1 71 7 1 2 3 5 11 23 1248 2545 497 1 1 0 0 2 3 0 2 1 2 5 R0
39 34 1 73 5 1 1 1 1 1 1 1326 2677 365 1 1 0 0 1 3 2 2 2 2 2 R0
40 13 1 53 27 1 2 1 5 5 5 520 1769 1431 1 0 1 1 1 0 1 2 1 4 1 R0
40 27 1 67 13 1 1 3 1 7 19 1080 2329 871 1 0 1 1 0 0 3 2 1 4 3 R0
40 31 1 71 9 1 2 3 5 11 23 1240 2561 639 1 0 1 1 1 0 3 2 1 4 1 R0
40 37 1 77 3 1 2 1 5 5 5 1480 2969 231 0 0 1 1 1 0 1 2 1 4 1 R0
40 39 1 79 1 1 1 3 1 7 7 1560 3121 79 1 0 1 1 0 0 3 2 2 4 2 R0
41 6 1 47 35 1 2 3 5 11 23 246 1717 1645 1 1 0 2 0 1 2 1 2 1 2 R0
41 34 1 75 7 1 0 3 3 3 3 1394 2837 525 0 1 0 2 1 1 2 1 2 1 2 R0
41 36 1 77 5 1 2 1 5 5 5 1476 2977 385 0 1 0 2 0 1 0 1 2 1 4 R0
42 1 1 43 41 1 1 3 1 7 19 42 1765 1763 1 0 1 0 1 2 1 3 0 3 0 R0
42 17 1 59 25 1 2 3 5 11 11 714 2053 1475 1 0 1 0 2 2 1 3 1 3 1 R0
42 37 1 79 5 1 1 3 1 7 7 1554 3133 395 1 0 1 0 1 2 1 3 1 3 1 R0
43 2 1 45 41 1 0 1 3 9 21 86 1853 1845 0 1 0 1 2 3 2 1 1 1 1 R0
43 6 1 49 37 1 1 1 1 1 1 258 1885 1813 0 1 0 1 0 3 2 1 2 1 2 R0
43 16 1 59 27 1 2 3 5 11 11 688 2105 1593 1 1 0 1 1 3 0 1 1 1 4 R0
43 20 1 63 23 1 0 3 3 3 15 860 2249 1449 0 1 0 1 2 3 0 1 2 1 3 R0
43 28 1 71 15 1 2 3 5 11 23 1204 2633 1065 1 1 0 1 1 3 0 1 2 1 3 R0
43 30 1 73 13 1 1 1 1 1 1 1290 2749 949 1 1 0 1 0 3 2 1 3 1 3 R0
43 32 1 75 11 1 0 3 3 3 3 1376 2873 825 0 1 0 1 2 3 0 1 1 1 5 R0
43 34 1 77 9 1 2 1 5 5 5 1462 3005 693 0 1 0 1 1 3 2 1 2 1 2 R0
44 7 1 51 37 1 0 3 3 3 3 308 1985 1887 0 0 1 2 1 0 3 2 1 3 1 R0
44 31 1 75 13 1 0 3 3 3 3 1364 2897 975 0 0 1 2 1 0 3 2 1 3 1 R0
45 4 1 49 41 1 1 1 1 1 1 180 2041 2009 0 1 0 0 1 1 0 2 1 3 2 R0
45 8 1 53 37 1 2 1 5 5 5 360 2089 1961 1 1 0 0 2 1 0 2 1 3 3 R0
45 14 1 59 31 1 2 3 5 11 11 630 2221 1829 1 1 0 0 2 1 2 2 2 3 2 R0
45 22 1 67 23 1 1 3 1 7 19 990 2509 1541 1 1 0 0 1 1 2 2 2 3 2 R0
45 28 1 73 17 1 1 1 1 1 1 1260 2809 1241 1 1 0 0 1 1 0 2 2 3 3 R0
45 32 1 77 13 1 2 1 5 5 5 1440 3049 1001 0 1 0 0 2 1 0 2 1 3 5 R0
45 34 1 79 11 1 1 3 1 7 7 1530 3181 869 1 1 0 0 1 1 2 2 2 3 2 R0
45 38 1 83 7 1 2 3 5 11 11 1710 3469 581 1 1 0 0 2 1 2 2 2 3 2 R0
46 1 1 47 45 1 2 3 5 11 23 46 2117 2115 1 0 1 1 1 2 1 2 0 2 0 R0
46 7 1 53 39 1 2 1 5 5 5 322 2165 2067 1 0 1 1 1 2 3 2 1 2 1 R0
46 17 1 63 29 1 0 3 3 3 15 782 2405 1827 0 0 1 1 2 2 1 2 1 2 1 R0
46 25 1 71 21 1 2 3 5 11 23 1150 2741 1491 1 0 1 1 1 2 1 2 1 2 2 R0
46 29 1 75 17 1 0 3 3 3 3 1334 2957 1275 0 0 1 1 2 2 1 2 1 2 1 R0
46 31 1 77 15 1 2 1 5 5 5 1426 3077 1155 0 0 1 1 1 2 3 2 1 2 1 R0
46 33 1 79 13 1 1 3 1 7 7 1518 3205 1027 1 0 1 1 0 2 1 2 2 2 2 R0
46 35 1 81 11 1 0 1 3 9 9 1610 3341 891 0 0 1 1 2 2 3 2 2 2 2 R0
46 39 1 85 7 1 1 1 1 1 13 1794 3637 595 0 0 1 1 0 2 3 2 2 2 2 R0
47 16 1 63 31 1 0 3 3 3 15 752 2465 1953 0 1 0 2 1 3 0 1 1 1 4 R0
47 24 1 71 23 1 2 3 5 11 23 1128 2785 1633 1 1 0 2 0 3 0 1 2 1 4 R0
47 26 1 73 21 1 1 1 1 1 1 1222 2885 1533 1 1 0 2 2 3 2 1 2 1 2 R0
47 30 1 77 17 1 2 1 5 5 5 1410 3109 1309 0 1 0 2 0 3 2 1 3 1 3 R0
47 32 1 79 15 1 1 3 1 7 7 1504 3233 1185 1 1 0 2 2 3 0 1 1 1 5 R0
47 36 1 83 11 1 2 3 5 11 11 1692 3505 913 1 1 0 2 0 3 0 1 2 1 4 R0
47 40 1 87 7 1 0 3 3 3 15 1880 3809 609 0 1 0 2 1 3 0 1 2 1 4 R0
47 44 1 91 3 1 1 3 1 7 19 2068 4145 273 0 1 0 2 2 3 0 1 2 1 3 R0
48 5 1 53 43 1 2 1 5 5 5 240 2329 2279 1 0 1 0 2 0 1 2 1 5 1 R0
48 13 1 61 35 1 1 1 1 1 13 624 2473 2135 1 0 1 0 1 0 1 2 1 5 1 R0
48 23 1 71 25 1 2 3 5 11 23 1104 2833 1775 1 0 1 0 2 0 3 2 1 5 1 R0
48 43 1 91 5 1 1 3 1 7 19 2064 4153 455 0 0 1 0 1 0 3 2 1 5 1 R0
49 2 1 51 47 1 0 3 3 3 3 98 2405 2397 0 1 0 1 2 1 2 1 1 2 1 R0
49 4 1 53 45 1 2 1 5 5 5 196 2417 2385 1 1 0 1 1 1 0 1 1 2 2 R0
49 6 1 55 43 1 1 3 1 7 7 294 2437 2365 0 1 0 1 0 1 2 1 2 2 2 R0
49 8 1 57 41 1 0 1 3 9 9 392 2465 2337 0 1 0 1 2 1 0 1 1 2 3 R0
49 18 1 67 31 1 1 3 1 7 19 882 2725 2077 1 1 0 1 0 1 2 1 2 2 3 R0
49 20 1 69 29 1 0 1 3 9 21 980 2801 2001 0 1 0 1 2 1 0 1 2 2 3 R0
49 22 1 71 27 1 2 3 5 11 23 1078 2885 1917 1 1 0 1 1 1 2 1 2 2 2 R0
49 24 1 73 25 1 1 1 1 1 1 1176 2977 1825 1 1 0 1 0 1 0 1 2 2 4 R0
49 32 1 81 17 1 0 1 3 9 9 1568 3425 1377 0 1 0 1 2 1 0 1 1 2 5 R0
49 46 1 95 3 1 2 3 5 11 23 2254 4517 285 0 1 0 1 1 1 2 1 2 2 2 R0
50 1 1 51 49 1 0 3 3 3 3 50 2501 2499 0 0 1 2 1 2 1 2 0 3 0 R0
50 3 1 53 47 1 2 1 5 5 5 150 2509 2491 1 0 1 2 0 2 3 2 1 3 1 R0
50 11 1 61 39 1 1 1 1 1 13 550 2621 2379 1 0 1 2 2 2 3 2 1 3 1 R0
50 13 1 63 37 1 0 3 3 3 15 650 2669 2331 0 0 1 2 1 2 1 2 1 3 1 R0
50 27 1 77 23 1 2 1 5 5 5 1350 3229 1771 0 0 1 2 0 2 3 2 1 3 3 R0
50 33 1 83 17 1 2 3 5 11 11 1650 3589 1411 1 0 1 2 0 2 1 2 2 3 2 R0
50 37 1 87 13 1 0 3 3 3 15 1850 3869 1131 0 0 1 2 1 2 1 2 1 3 1 R0
50 39 1 89 11 1 2 1 5 5 17 1950 4021 979 1 0 1 2 0 2 3 2 2 3 2 R0
50 43 1 93 7 1 0 1 3 9 21 2150 4349 651 0 0 1 2 1 2 3 2 1 3 1 R0
50 47 1 97 3 1 1 1 1 1 1 2350 4709 291 1 0 1 2 2 2 3 2 1 3 1 R0
50 49 1 99 1 1 0 3 3 3 3 2450 4901 99 0 0 1 2 1 2 1 2 1 3 2 R0
51 38 1 89 13 1 2 1 5 5 17 1938 4045 1157 1 1 0 0 2 3 2 2 2 2 2 R0
52 1 1 53 51 1 2 1 5 5 5 52 2705 2703 1 0 1 1 1 0 1 2 0 3 0 R0
52 15 1 67 37 1 1 3 1 7 19 780 2929 2479 1 0 1 1 0 0 3 2 2 3 2 R0
52 19 1 71 33 1 2 3 5 11 23 988 3065 2343 1 0 1 1 1 0 3 2 1 3 1 R0
52 31 1 83 21 1 2 3 5 11 11 1612 3665 1743 1 0 1 1 1 0 3 2 1 3 1 R0
52 37 1 89 15 1 2 1 5 5 17 1924 4073 1335 1 0 1 1 1 0 1 2 1 3 1 R0
53 6 1 59 47 1 2 3 5 11 11 318 2845 2773 1 1 0 2 0 1 2 1 2 1 2 R0
53 20 1 73 33 1 1 1 1 1 1 1060 3209 2409 1 1 0 2 2 1 0 1 2 1 3 R0
53 28 1 81 25 1 0 1 3 9 9 1484 3593 2025 0 1 0 2 1 1 0 1 2 1 3 R0
53 38 1 91 15 1 1 3 1 7 19 2014 4253 1365 0 1 0 2 2 1 2 1 2 1 2 R0
53 44 1 97 9 1 1 1 1 1 1 2332 4745 873 1 1 0 2 2 1 0 1 2 1 3 R0
54 1 1 55 53 1 1 3 1 7 7 54 2917 2915 0 0 1 0 1 2 1 2 0 4 0 R0
54 5 1 59 49 1 2 3 5 11 11 270 2941 2891 1 0 1 0 2 2 1 2 1 4 1 R0
54 17 1 71 37 1 2 3 5 11 23 918 3205 2627 1 0 1 0 2 2 1 2 1 4 1 R0
54 25 1 79 29 1 1 3 1 7 7 1350 3541 2291 1 0 1 0 1 2 1 2 1 4 2 R0
54 29 1 83 25 1 2 3 5 11 11 1566 3757 2075 1 0 1 0 2 2 1 2 1 4 1 R0
54 31 1 85 23 1 1 1 1 1 13 1674 3877 1955 0 0 1 0 1 2 3 2 1 4 1 R0
55 4 1 59 51 1 2 3 5 11 11 220 3041 3009 1 1 0 1 1 3 0 2 1 2 2 R0
55 6 1 61 49 1 1 1 1 1 13 330 3061 2989 1 1 0 1 0 3 2 2 2 2 2 R0
55 14 1 69 41 1 0 1 3 9 21 770 3221 2829 0 1 0 1 2 3 2 2 2 2 2 R0
55 16 1 71 39 1 2 3 5 11 23 880 3281 2769 1 1 0 1 1 3 0 2 1 2 4 R0
55 26 1 81 29 1 0 1 3 9 9 1430 3701 2349 0 1 0 1 2 3 2 2 2 2 2 R0
55 32 1 87 23 1 0 3 3 3 15 1760 4049 2001 0 1 0 1 2 3 0 2 1 2 5 R0
55 36 1 91 19 1 1 3 1 7 19 1980 4321 1729 0 1 0 1 0 3 0 2 2 2 4 R0
55 38 1 93 17 1 0 1 3 9 21 2090 4469 1581 0 1 0 1 2 3 2 2 2 2 2 R0
55 54 1 109 1 1 1 1 1 1 13 2970 5941 109 1 1 0 1 0 3 2 2 2 2 4 R0
56 1 1 57 55 1 0 1 3 9 9 56 3137 3135 0 0 1 2 1 0 1 2 0 4 0 R0
56 3 1 59 53 1 2 3 5 11 11 168 3145 3127 1 0 1 2 0 0 3 2 1 4 1 R0
56 23 1 79 33 1 1 3 1 7 7 1288 3665 2607 1 0 1 2 2 0 3 2 1 4 1 R0
56 25 1 81 31 1 0 1 3 9 9 1400 3761 2511 0 0 1 2 1 0 1 2 1 4 2 R0
56 31 1 87 25 1 0 3 3 3 15 1736 4097 2175 0 0 1 2 1 0 3 2 1 4 1 R0
56 39 1 95 17 1 2 3 5 11 23 2184 4657 1615 0 0 1 2 0 0 3 2 2 4 2 R0
56 47 1 103 9 1 1 3 1 7 7 2632 5345 927 1 0 1 2 2 0 3 2 1 4 1 R0
57 2 1 59 55 1 2 3 5 11 11 114 3253 3245 1 1 0 0 2 1 2 2 1 2 1 R0
57 4 1 61 53 1 1 1 1 1 13 228 3265 3233 1 1 0 0 1 1 0 2 1 2 2 R0
57 8 1 65 49 1 2 1 5 5 17 456 3313 3185 0 1 0 0 2 1 0 2 1 2 3 R0
57 10 1 67 47 1 1 3 1 7 19 570 3349 3149 1 1 0 0 1 1 2 2 2 2 2 R0
57 26 1 83 31 1 2 3 5 11 11 1482 3925 2573 1 1 0 0 2 1 2 2 2 2 2 R0
57 32 1 89 25 1 2 1 5 5 17 1824 4273 2225 1 1 0 0 2 1 0 2 1 2 5 R0
57 40 1 97 17 1 1 1 1 1 1 2280 4849 1649 1 1 0 0 1 1 0 2 2 2 4 R0
58 1 1 59 57 1 2 3 5 11 11 58 3365 3363 1 0 1 1 1 2 1 2 0 2 0 R0
58 15 1 73 43 1 1 1 1 1 1 870 3589 3139 1 0 1 1 0 2 3 2 2 2 2 R0
58 17 1 75 41 1 0 3 3 3 3 986 3653 3075 0 0 1 1 2 2 1 2 1 2 1 R0
58 23 1 81 35 1 0 1 3 9 9 1334 3893 2835 0 0 1 1 2 2 3 2 1 2 1 R0
58 25 1 83 33 1 2 3 5 11 11 1450 3989 2739 1 0 1 1 1 2 1 2 1 2 2 R0
58 39 1 97 19 1 1 1 1 1 1 2262 4885 1843 1 0 1 1 0 2 3 2 2 2 2 R0
58 45 1 103 13 1 1 3 1 7 7 2610 5389 1339 1 0 1 1 0 2 1 2 2 2 3 R0
58 47 1 105 11 1 0 1 3 9 9 2726 5573 1155 0 0 1 1 2 2 3 2 1 2 1 R0
58 55 1 113 3 1 2 1 5 5 17 3190 6389 339 1 0 1 1 1 2 3 2 2 2 2 R0
58 57 1 115 1 1 1 3 1 7 19 3306 6613 115 0 0 1 1 0 2 1 2 2 2 2 R0
59 6 1 65 53 1 2 1 5 5 17 354 3517 3445 0 1 0 2 0 3 2 1 2 1 2 R0
59 18 1 77 41 1 2 1 5 5 5 1062 3805 3157 0 1 0 2 0 3 2 1 2 1 3 R0
59 20 1 79 39 1 1 3 1 7 7 1180 3881 3081 1 1 0 2 2 3 0 1 2 1 3 R0
59 30 1 89 29 1 2 1 5 5 17 1770 4381 2581 1 1 0 2 0 3 2 1 3 1 3 R0
59 32 1 91 27 1 1 3 1 7 19 1888 4505 2457 0 1 0 2 2 3 0 1 1 1 5 R0
59 34 1 93 25 1 0 1 3 9 21 2006 4637 2325 0 1 0 2 1 3 2 1 2 1 2 R0
59 42 1 101 17 1 2 1 5 5 5 2478 5245 1717 1 1 0 2 0 3 2 1 3 1 3 R0
